Variable,Linear_Slope,Linear_R2,Linear_P,Mann_Kendall_Z,Mann_Kendall_P,Sens_Slope,Growth_Rate_Pct
Area (ha),3091.227555053642,0.33323647780747934,0.004907671304179921,2.1430426635832474,0.03210967274372978,3157.1428571428573,2.4171637587993233
Production (tonnes),339515.0492603049,0.3639079063913573,0.0029576343434876274,2.81979297839901,0.004805464085408495,361470.5882352941,3.363749702440866
Yield (t/ha),1.122591756070017,0.21043891298382536,0.031762768778364044,2.1430426635832474,0.03210967274372978,1.3885714285714295,0.9241956015273889
