District,Variable,Linear_Slope,Linear_R2,Linear_P,Mann_Kendall_Z,Mann_Kendall_P,Sens_Slope,Growth_Rate_Pct
Nashik,Yield (t/ha),2.040060343696707,0.6781542839766517,0.0009948035526503789,3.222909762221586,0.0012689552286568873,1.750347222222223,3.1977864716612237
Solapur,Yield (t/ha),0.23195168467895902,0.003461232200028354,0.8558836295143707,0.6171529331913674,0.5371338571769022,0.38415584415584436,1.3609164728138001
