District,Period,Variable,Mean,SD,CV_Pct,Min,Max
Nashik,Period 2 (2006-2013),Yield (t/ha),75.60333333333332,2.1627255823253355,2.8606219950513676,72.7,77.94166666666668
Nashik,Period 3 (2013-2020),Yield (t/ha),86.32198309626881,9.343358187561579,10.82384562127308,75.93636363636364,102.78
Solapur,Period 2 (2006-2013),Yield (t/ha),86.76545454545455,10.359435751570112,11.939585640207795,69.73636363636363,96.44545454545454
Solapur,Period 3 (2013-2020),Yield (t/ha),84.54597402597402,17.219951941402933,20.367559945684295,61.22727272727273,105.23
