Crop_Year,Rainfall_Total_mm,Evaporation_Total_mm,Evapotranspiration_Total_mm,Mean_Temp_C,Drought_Index,Moisture_Adequacy_Index,Water_Balance_mm
2002-2003,265.20000000000005,1941.0,1202.6,25.52340425531915,-0.8633693972179288,0.22052220189589228,-2878.3999999999996
2003-2004,80.7,1745.2999999999995,1147.7,25.37611940298508,-0.9537615309688878,0.07031454212773373,-2812.2999999999993
2004-2005,58.89999999999999,1777.0,1175.3,24.9730659025788,-0.966854248733821,0.050114864289968516,-2893.3999999999996
2005-2006,61.1,1484.9,1226.2,24.62162921348315,-0.9588524479762948,0.04982873919425868,-2650.0
2006-2007,696.5999999999999,1755.3,1310.2,25.34171270718232,-0.6031447615792173,0.5316745535032819,-2368.9
2007-2008,542.8000000000001,1959.3,1189.5,25.040058479532167,-0.722962282447813,0.4563261874737285,-2606.0
2009-2010,906.2,1974.6,692.1999999999999,25.626780626780626,-0.5410716094398865,1.309159202542618,-1760.6
2015-2016,659.3000000000001,2419.1000000000004,2155.3,26.33907103825136,-0.7274606258525897,0.30589709089221917,-3915.1000000000004
