District,Variable,ANOVA_F,ANOVA_P,Kruskal_Wallis_H,Kruskal_Wallis_P,Period1_Mean,Period2_Mean,Period3_Mean
Nashik,Yield (t/ha),6.176857067385428,0.03224720519730201,6.3362637362637315,0.011829380109451714,75.60333333333332,86.32198309626881,
Solapur,Yield (t/ha),0.06505870603068623,0.8038411630617124,0.05934065934066268,0.8075411062892531,86.76545454545453,84.54597402597402,
