District,Variable,Mean,Median,SD,Min,Max,CV_Pct,Q1,Q3,IQR
Nashik,Yield (t/ha),81.85587902837904,78.1935606060606,8.932035389865694,72.7,102.78,10.911904552107982,75.8876893939394,84.9825,9.094810606060605
Solapur,Yield (t/ha),85.47075757575756,91.32727272727271,14.21522832312191,61.22727272727273,105.23,16.631686352519047,72.47727272727272,94.01886363636363,21.541590909090914
